customer_id,cohort,strategy,action,recovered,recovered_amount_minor,contacts,spend_minor,time_to_recover_hours,policy_violation
syn-00079,NUDGE_RESPONSIVE,native_recovery,WAIT,True,99900,0,0,36.4,False
syn-00080,SELF_HEALER,native_recovery,WAIT,True,79900,0,0,50.59,False
syn-00081,TIMING_SENSITIVE,native_recovery,WAIT,False,0,0,0,,False
syn-00082,INSTRUMENT_BROKEN,native_recovery,WAIT,True,249900,0,0,21.05,False
syn-00083,SELF_HEALER,native_recovery,WAIT,True,79900,0,0,52.55,False
syn-00084,INSTRUMENT_BROKEN,native_recovery,WAIT,False,0,0,0,,False
syn-00085,TIMING_SENSITIVE,native_recovery,WAIT,False,0,0,0,,False
syn-00086,SELF_HEALER,native_recovery,WAIT,True,79900,0,0,52.53,False
syn-00087,TIMING_SENSITIVE,native_recovery,WAIT,True,79900,0,0,38.25,False
syn-00088,NUDGE_RESPONSIVE,native_recovery,WAIT,False,0,0,0,,False
syn-00089,NUDGE_RESPONSIVE,native_recovery,WAIT,False,0,0,0,,False
syn-00090,UNRECOVERABLE,native_recovery,WAIT,False,0,0,0,,False
syn-00091,TIMING_SENSITIVE,native_recovery,WAIT,False,0,0,0,,False
syn-00092,SELF_HEALER,native_recovery,WAIT,False,0,0,0,,False
syn-00093,INSTRUMENT_BROKEN,native_recovery,WAIT,False,0,0,0,,False
syn-00094,NUDGE_RESPONSIVE,native_recovery,WAIT,False,0,0,0,,False
syn-00095,SELF_HEALER,native_recovery,WAIT,True,79900,0,0,68.4,False
syn-00096,SELF_HEALER,native_recovery,WAIT,True,149900,0,0,62.48,False
syn-00097,INSTRUMENT_BROKEN,native_recovery,WAIT,False,0,0,0,,False
syn-00098,TIMING_SENSITIVE,native_recovery,WAIT,True,79900,0,0,55.92,False
syn-00099,NUDGE_RESPONSIVE,native_recovery,WAIT,False,0,0,0,,False
syn-00100,NUDGE_RESPONSIVE,native_recovery,WAIT,True,149900,0,0,54.98,False
syn-00101,INSTRUMENT_BROKEN,native_recovery,WAIT,False,0,0,0,,False
syn-00102,TIMING_SENSITIVE,native_recovery,WAIT,True,149900,0,0,69.6,False
syn-00103,INSTRUMENT_BROKEN,native_recovery,WAIT,False,0,0,0,,False
syn-00104,FATIGUED,native_recovery,WAIT,False,0,0,0,,False
syn-00105,INSTRUMENT_BROKEN,native_recovery,WAIT,False,0,0,0,,False
syn-00106,TIMING_SENSITIVE,native_recovery,WAIT,True,149900,0,0,45.5,False
syn-00107,TIMING_SENSITIVE,native_recovery,WAIT,True,99900,0,0,11.99,False
syn-00108,INSTRUMENT_BROKEN,native_recovery,WAIT,False,0,0,0,,False
syn-00109,SELF_HEALER,native_recovery,WAIT,True,49900,0,0,60.3,False
syn-00110,INSTRUMENT_BROKEN,native_recovery,WAIT,False,0,0,0,,False
syn-00111,TIMING_SENSITIVE,native_recovery,WAIT,False,0,0,0,,False
syn-00112,NUDGE_RESPONSIVE,native_recovery,WAIT,False,0,0,0,,False
syn-00113,SELF_HEALER,native_recovery,WAIT,True,149900,0,0,12.99,False
syn-00114,NUDGE_RESPONSIVE,native_recovery,WAIT,False,0,0,0,,False
syn-00115,NUDGE_RESPONSIVE,native_recovery,WAIT,False,0,0,0,,False
syn-00116,SELF_HEALER,native_recovery,WAIT,True,149900,0,0,24.62,False
syn-00117,INSTRUMENT_BROKEN,native_recovery,WAIT,False,0,0,0,,False
syn-00118,SELF_HEALER,native_recovery,WAIT,True,49900,0,0,64.89,False
syn-00119,NUDGE_RESPONSIVE,native_recovery,WAIT,False,0,0,0,,False
syn-00120,NUDGE_RESPONSIVE,native_recovery,WAIT,True,149900,0,0,32.37,False
syn-00121,SELF_HEALER,native_recovery,WAIT,True,99900,0,0,21.08,False
syn-00122,TIMING_SENSITIVE,native_recovery,WAIT,True,499900,0,0,54.79,False
syn-00123,INSTRUMENT_BROKEN,native_recovery,WAIT,False,0,0,0,,False
syn-00124,SELF_HEALER,native_recovery,WAIT,True,249900,0,0,39.25,False
syn-00125,TIMING_SENSITIVE,native_recovery,WAIT,False,0,0,0,,False
syn-00126,UNRECOVERABLE,native_recovery,WAIT,False,0,0,0,,False
syn-00127,INSTRUMENT_BROKEN,native_recovery,WAIT,False,0,0,0,,False
syn-00128,INSTRUMENT_BROKEN,native_recovery,WAIT,False,0,0,0,,False
syn-00129,INSTRUMENT_BROKEN,native_recovery,WAIT,False,0,0,0,,False
syn-00130,NUDGE_RESPONSIVE,native_recovery,WAIT,False,0,0,0,,False
syn-00131,NUDGE_RESPONSIVE,native_recovery,WAIT,True,499900,0,0,55.08,False
syn-00132,TIMING_SENSITIVE,native_recovery,WAIT,True,79900,0,0,46.65,False
syn-00133,FATIGUED,native_recovery,WAIT,False,0,0,0,,False
syn-00134,INSTRUMENT_BROKEN,native_recovery,WAIT,False,0,0,0,,False
syn-00135,NUDGE_RESPONSIVE,native_recovery,WAIT,False,0,0,0,,False
syn-00136,INSTRUMENT_BROKEN,native_recovery,WAIT,False,0,0,0,,False
syn-00137,SELF_HEALER,native_recovery,WAIT,True,149900,0,0,20.26,False
syn-00138,NUDGE_RESPONSIVE,native_recovery,WAIT,False,0,0,0,,False
syn-00139,NUDGE_RESPONSIVE,native_recovery,WAIT,False,0,0,0,,False
syn-00140,NUDGE_RESPONSIVE,native_recovery,WAIT,False,0,0,0,,False
syn-00141,INSTRUMENT_BROKEN,native_recovery,WAIT,False,0,0,0,,False
syn-00142,INSTRUMENT_BROKEN,native_recovery,WAIT,False,0,0,0,,False
syn-00143,NUDGE_RESPONSIVE,native_recovery,WAIT,False,0,0,0,,False
syn-00144,FATIGUED,native_recovery,WAIT,False,0,0,0,,False
syn-00145,INSTRUMENT_BROKEN,native_recovery,WAIT,False,0,0,0,,False
syn-00146,NUDGE_RESPONSIVE,native_recovery,WAIT,False,0,0,0,,False
syn-00147,NUDGE_RESPONSIVE,native_recovery,WAIT,False,0,0,0,,False
syn-00148,NUDGE_RESPONSIVE,native_recovery,WAIT,False,0,0,0,,False
syn-00149,TIMING_SENSITIVE,native_recovery,WAIT,False,0,0,0,,False
syn-00150,NUDGE_RESPONSIVE,native_recovery,WAIT,False,0,0,0,,False
syn-00151,NUDGE_RESPONSIVE,native_recovery,WAIT,True,49900,0,0,39.59,False
syn-00152,SELF_HEALER,native_recovery,WAIT,True,49900,0,0,22.12,False
syn-00153,NUDGE_RESPONSIVE,native_recovery,WAIT,False,0,0,0,,False
syn-00154,SELF_HEALER,native_recovery,WAIT,True,49900,0,0,34.12,False
syn-00155,TIMING_SENSITIVE,native_recovery,WAIT,True,49900,0,0,68.61,False
syn-00156,NUDGE_RESPONSIVE,native_recovery,WAIT,False,0,0,0,,False
syn-00157,INSTRUMENT_BROKEN,native_recovery,WAIT,False,0,0,0,,False
syn-00158,SELF_HEALER,native_recovery,WAIT,False,0,0,0,,False
syn-00159,INSTRUMENT_BROKEN,native_recovery,WAIT,False,0,0,0,,False
syn-00160,SELF_HEALER,native_recovery,WAIT,True,99900,0,0,65.88,False
syn-00161,INSTRUMENT_BROKEN,native_recovery,WAIT,False,0,0,0,,False
syn-00162,UNRECOVERABLE,native_recovery,WAIT,False,0,0,0,,False
syn-00163,SELF_HEALER,native_recovery,WAIT,True,249900,0,0,5.02,False
syn-00164,FATIGUED,native_recovery,WAIT,False,0,0,0,,False
syn-00165,NUDGE_RESPONSIVE,native_recovery,WAIT,False,0,0,0,,False
syn-00166,SELF_HEALER,native_recovery,WAIT,True,99900,0,0,57.49,False
syn-00167,SELF_HEALER,native_recovery,WAIT,True,49900,0,0,37.18,False
syn-00168,TIMING_SENSITIVE,native_recovery,WAIT,True,79900,0,0,48.41,False
syn-00169,TIMING_SENSITIVE,native_recovery,WAIT,False,0,0,0,,False
syn-00170,FATIGUED,native_recovery,WAIT,False,0,0,0,,False
syn-00171,INSTRUMENT_BROKEN,native_recovery,WAIT,False,0,0,0,,False
syn-00172,SELF_HEALER,native_recovery,WAIT,False,0,0,0,,False
syn-00173,SELF_HEALER,native_recovery,WAIT,True,149900,0,0,42.1,False
syn-00174,FATIGUED,native_recovery,WAIT,True,149900,0,0,47.21,False
syn-00175,SELF_HEALER,native_recovery,WAIT,True,499900,0,0,20.06,False
syn-00176,NUDGE_RESPONSIVE,native_recovery,WAIT,False,0,0,0,,False
syn-00177,TIMING_SENSITIVE,native_recovery,WAIT,False,0,0,0,,False
syn-00178,UNRECOVERABLE,native_recovery,WAIT,False,0,0,0,,False
syn-00179,TIMING_SENSITIVE,native_recovery,WAIT,True,79900,0,0,27.8,False
syn-00180,INSTRUMENT_BROKEN,native_recovery,WAIT,False,0,0,0,,False
syn-00181,NUDGE_RESPONSIVE,native_recovery,WAIT,False,0,0,0,,False
syn-00182,INSTRUMENT_BROKEN,native_recovery,WAIT,False,0,0,0,,False
syn-00183,INSTRUMENT_BROKEN,native_recovery,WAIT,False,0,0,0,,False
syn-00184,INSTRUMENT_BROKEN,native_recovery,WAIT,False,0,0,0,,False
syn-00185,INSTRUMENT_BROKEN,native_recovery,WAIT,False,0,0,0,,False
syn-00186,SELF_HEALER,native_recovery,WAIT,True,49900,0,0,15.81,False
syn-00187,INSTRUMENT_BROKEN,native_recovery,WAIT,False,0,0,0,,False
syn-00188,SELF_HEALER,native_recovery,WAIT,True,49900,0,0,41.98,False
syn-00189,SELF_HEALER,native_recovery,WAIT,False,0,0,0,,False
syn-00190,INSTRUMENT_BROKEN,native_recovery,WAIT,False,0,0,0,,False
syn-00191,SELF_HEALER,native_recovery,WAIT,True,49900,0,0,14.65,False
syn-00192,NUDGE_RESPONSIVE,native_recovery,WAIT,False,0,0,0,,False
syn-00193,SELF_HEALER,native_recovery,WAIT,True,149900,0,0,37.4,False
syn-00194,UNRECOVERABLE,native_recovery,WAIT,False,0,0,0,,False
syn-00195,SELF_HEALER,native_recovery,WAIT,True,99900,0,0,67.63,False
syn-00196,FATIGUED,native_recovery,WAIT,False,0,0,0,,False
syn-00197,INSTRUMENT_BROKEN,native_recovery,WAIT,True,249900,0,0,42.31,False
syn-00198,FATIGUED,native_recovery,WAIT,False,0,0,0,,False
syn-00199,TIMING_SENSITIVE,native_recovery,WAIT,False,0,0,0,,False
syn-00200,SELF_HEALER,native_recovery,WAIT,True,99900,0,0,13.81,False
syn-00201,TIMING_SENSITIVE,native_recovery,WAIT,True,99900,0,0,26.89,False
syn-00202,SELF_HEALER,native_recovery,WAIT,False,0,0,0,,False
syn-00203,TIMING_SENSITIVE,native_recovery,WAIT,False,0,0,0,,False
syn-00204,SELF_HEALER,native_recovery,WAIT,True,49900,0,0,63.01,False
syn-00205,SELF_HEALER,native_recovery,WAIT,True,149900,0,0,68.96,False
syn-00206,UNRECOVERABLE,native_recovery,WAIT,False,0,0,0,,False
syn-00207,SELF_HEALER,native_recovery,WAIT,True,99900,0,0,53.47,False
syn-00208,SELF_HEALER,native_recovery,WAIT,True,149900,0,0,35.79,False
syn-00209,SELF_HEALER,native_recovery,WAIT,True,249900,0,0,10.7,False
syn-00210,NUDGE_RESPONSIVE,native_recovery,WAIT,False,0,0,0,,False
syn-00211,UNRECOVERABLE,native_recovery,WAIT,False,0,0,0,,False
syn-00212,TIMING_SENSITIVE,native_recovery,WAIT,True,99900,0,0,10.71,False
syn-00213,SELF_HEALER,native_recovery,WAIT,True,149900,0,0,23.6,False
syn-00214,NUDGE_RESPONSIVE,native_recovery,WAIT,False,0,0,0,,False
syn-00215,FATIGUED,native_recovery,WAIT,False,0,0,0,,False
syn-00216,TIMING_SENSITIVE,native_recovery,WAIT,False,0,0,0,,False
syn-00217,SELF_HEALER,native_recovery,WAIT,True,49900,0,0,24.84,False
syn-00218,NUDGE_RESPONSIVE,native_recovery,WAIT,False,0,0,0,,False
syn-00219,INSTRUMENT_BROKEN,native_recovery,WAIT,False,0,0,0,,False
syn-00220,INSTRUMENT_BROKEN,native_recovery,WAIT,False,0,0,0,,False
syn-00221,SELF_HEALER,native_recovery,WAIT,True,99900,0,0,38.53,False
syn-00222,TIMING_SENSITIVE,native_recovery,WAIT,False,0,0,0,,False
syn-00223,TIMING_SENSITIVE,native_recovery,WAIT,False,0,0,0,,False
syn-00224,NUDGE_RESPONSIVE,native_recovery,WAIT,False,0,0,0,,False
syn-00225,NUDGE_RESPONSIVE,native_recovery,WAIT,False,0,0,0,,False
syn-00226,INSTRUMENT_BROKEN,native_recovery,WAIT,False,0,0,0,,False
syn-00227,TIMING_SENSITIVE,native_recovery,WAIT,False,0,0,0,,False
syn-00228,INSTRUMENT_BROKEN,native_recovery,WAIT,False,0,0,0,,False
syn-00229,TIMING_SENSITIVE,native_recovery,WAIT,True,99900,0,0,13.29,False
syn-00230,TIMING_SENSITIVE,native_recovery,WAIT,True,79900,0,0,10.36,False
syn-00231,NUDGE_RESPONSIVE,native_recovery,WAIT,False,0,0,0,,False
syn-00232,NUDGE_RESPONSIVE,native_recovery,WAIT,False,0,0,0,,False
syn-00233,SELF_HEALER,native_recovery,WAIT,True,499900,0,0,13.49,False
syn-00234,INSTRUMENT_BROKEN,native_recovery,WAIT,False,0,0,0,,False
syn-00235,INSTRUMENT_BROKEN,native_recovery,WAIT,False,0,0,0,,False
syn-00236,INSTRUMENT_BROKEN,native_recovery,WAIT,False,0,0,0,,False
syn-00237,NUDGE_RESPONSIVE,native_recovery,WAIT,False,0,0,0,,False
syn-00238,SELF_HEALER,native_recovery,WAIT,True,99900,0,0,47.74,False
syn-00239,SELF_HEALER,native_recovery,WAIT,True,149900,0,0,9.46,False
syn-00240,INSTRUMENT_BROKEN,native_recovery,WAIT,False,0,0,0,,False
syn-00241,NUDGE_RESPONSIVE,native_recovery,WAIT,False,0,0,0,,False
syn-00242,NUDGE_RESPONSIVE,native_recovery,WAIT,True,99900,0,0,33.27,False
syn-00243,NUDGE_RESPONSIVE,native_recovery,WAIT,False,0,0,0,,False
syn-00244,INSTRUMENT_BROKEN,native_recovery,WAIT,False,0,0,0,,False
syn-00245,NUDGE_RESPONSIVE,native_recovery,WAIT,False,0,0,0,,False
syn-00246,FATIGUED,native_recovery,WAIT,False,0,0,0,,False
syn-00247,INSTRUMENT_BROKEN,native_recovery,WAIT,False,0,0,0,,False
syn-00248,TIMING_SENSITIVE,native_recovery,WAIT,False,0,0,0,,False
syn-00249,SELF_HEALER,native_recovery,WAIT,True,149900,0,0,41.85,False
syn-00250,INSTRUMENT_BROKEN,native_recovery,WAIT,False,0,0,0,,False
syn-00251,TIMING_SENSITIVE,native_recovery,WAIT,True,99900,0,0,28.78,False
syn-00252,TIMING_SENSITIVE,native_recovery,WAIT,False,0,0,0,,False
syn-00253,INSTRUMENT_BROKEN,native_recovery,WAIT,False,0,0,0,,False
syn-00254,FATIGUED,native_recovery,WAIT,False,0,0,0,,False
syn-00255,INSTRUMENT_BROKEN,native_recovery,WAIT,False,0,0,0,,False
syn-00256,NUDGE_RESPONSIVE,native_recovery,WAIT,False,0,0,0,,False
syn-00257,SELF_HEALER,native_recovery,WAIT,False,0,0,0,,False
syn-00258,SELF_HEALER,native_recovery,WAIT,False,0,0,0,,False
syn-00259,INSTRUMENT_BROKEN,native_recovery,WAIT,False,0,0,0,,False
syn-00260,INSTRUMENT_BROKEN,native_recovery,WAIT,False,0,0,0,,False
syn-00261,INSTRUMENT_BROKEN,native_recovery,WAIT,False,0,0,0,,False
syn-00262,INSTRUMENT_BROKEN,native_recovery,WAIT,False,0,0,0,,False
syn-00263,SELF_HEALER,native_recovery,WAIT,False,0,0,0,,False
syn-00264,NUDGE_RESPONSIVE,native_recovery,WAIT,False,0,0,0,,False
syn-00265,NUDGE_RESPONSIVE,native_recovery,WAIT,True,249900,0,0,23.92,False
syn-00266,TIMING_SENSITIVE,native_recovery,WAIT,True,499900,0,0,39.52,False
syn-00267,SELF_HEALER,native_recovery,WAIT,True,49900,0,0,9.28,False
syn-00268,SELF_HEALER,native_recovery,WAIT,True,79900,0,0,33.11,False
syn-00269,INSTRUMENT_BROKEN,native_recovery,WAIT,False,0,0,0,,False
syn-00270,FATIGUED,native_recovery,WAIT,True,49900,0,0,22.75,False
syn-00271,SELF_HEALER,native_recovery,WAIT,True,249900,0,0,68.59,False
syn-00272,SELF_HEALER,native_recovery,WAIT,True,79900,0,0,39.02,False
syn-00273,UNRECOVERABLE,native_recovery,WAIT,False,0,0,0,,False
syn-00274,INSTRUMENT_BROKEN,native_recovery,WAIT,False,0,0,0,,False
syn-00275,INSTRUMENT_BROKEN,native_recovery,WAIT,False,0,0,0,,False
syn-00276,SELF_HEALER,native_recovery,WAIT,True,49900,0,0,37.7,False
syn-00277,TIMING_SENSITIVE,native_recovery,WAIT,False,0,0,0,,False
syn-00278,NUDGE_RESPONSIVE,native_recovery,WAIT,False,0,0,0,,False
syn-00279,INSTRUMENT_BROKEN,native_recovery,WAIT,False,0,0,0,,False
syn-00280,NUDGE_RESPONSIVE,native_recovery,WAIT,False,0,0,0,,False
syn-00281,INSTRUMENT_BROKEN,native_recovery,WAIT,False,0,0,0,,False
syn-00282,INSTRUMENT_BROKEN,native_recovery,WAIT,False,0,0,0,,False
syn-00283,UNRECOVERABLE,native_recovery,WAIT,False,0,0,0,,False
syn-00284,NUDGE_RESPONSIVE,native_recovery,WAIT,False,0,0,0,,False
syn-00285,NUDGE_RESPONSIVE,native_recovery,WAIT,False,0,0,0,,False
syn-00286,TIMING_SENSITIVE,native_recovery,WAIT,False,0,0,0,,False
syn-00287,UNRECOVERABLE,native_recovery,WAIT,False,0,0,0,,False
syn-00288,SELF_HEALER,native_recovery,WAIT,True,79900,0,0,45.46,False
syn-00289,SELF_HEALER,native_recovery,WAIT,True,499900,0,0,48.58,False
syn-00290,SELF_HEALER,native_recovery,WAIT,True,99900,0,0,8.07,False
syn-00291,FATIGUED,native_recovery,WAIT,False,0,0,0,,False
syn-00292,FATIGUED,native_recovery,WAIT,False,0,0,0,,False
syn-00293,NUDGE_RESPONSIVE,native_recovery,WAIT,False,0,0,0,,False
syn-00294,INSTRUMENT_BROKEN,native_recovery,WAIT,False,0,0,0,,False
syn-00295,INSTRUMENT_BROKEN,native_recovery,WAIT,False,0,0,0,,False
syn-00296,TIMING_SENSITIVE,native_recovery,WAIT,True,499900,0,0,64.85,False
syn-00297,SELF_HEALER,native_recovery,WAIT,True,249900,0,0,17.34,False
syn-00298,INSTRUMENT_BROKEN,native_recovery,WAIT,False,0,0,0,,False
syn-00299,TIMING_SENSITIVE,native_recovery,WAIT,False,0,0,0,,False
syn-00300,INSTRUMENT_BROKEN,native_recovery,WAIT,False,0,0,0,,False
syn-00301,TIMING_SENSITIVE,native_recovery,WAIT,False,0,0,0,,False
syn-00302,NUDGE_RESPONSIVE,native_recovery,WAIT,False,0,0,0,,False
syn-00303,TIMING_SENSITIVE,native_recovery,WAIT,False,0,0,0,,False
syn-00304,UNRECOVERABLE,native_recovery,WAIT,False,0,0,0,,False
syn-00305,SELF_HEALER,native_recovery,WAIT,True,149900,0,0,70.68,False
syn-00306,INSTRUMENT_BROKEN,native_recovery,WAIT,False,0,0,0,,False
syn-00307,SELF_HEALER,native_recovery,WAIT,True,49900,0,0,36.39,False
syn-00308,UNRECOVERABLE,native_recovery,WAIT,False,0,0,0,,False
syn-00309,TIMING_SENSITIVE,native_recovery,WAIT,True,149900,0,0,10.82,False
syn-00310,INSTRUMENT_BROKEN,native_recovery,WAIT,False,0,0,0,,False
syn-00311,SELF_HEALER,native_recovery,WAIT,False,0,0,0,,False
syn-00312,FATIGUED,native_recovery,WAIT,True,49900,0,0,5.42,False
syn-00313,NUDGE_RESPONSIVE,native_recovery,WAIT,False,0,0,0,,False
syn-00314,INSTRUMENT_BROKEN,native_recovery,WAIT,False,0,0,0,,False
syn-00315,SELF_HEALER,native_recovery,WAIT,False,0,0,0,,False
syn-00316,NUDGE_RESPONSIVE,native_recovery,WAIT,False,0,0,0,,False
syn-00317,INSTRUMENT_BROKEN,native_recovery,WAIT,False,0,0,0,,False
syn-00318,FATIGUED,native_recovery,WAIT,False,0,0,0,,False
syn-00319,UNRECOVERABLE,native_recovery,WAIT,False,0,0,0,,False
syn-00320,FATIGUED,native_recovery,WAIT,False,0,0,0,,False
syn-00321,TIMING_SENSITIVE,native_recovery,WAIT,False,0,0,0,,False
syn-00322,TIMING_SENSITIVE,native_recovery,WAIT,True,79900,0,0,19.07,False
syn-00323,TIMING_SENSITIVE,native_recovery,WAIT,False,0,0,0,,False
syn-00324,INSTRUMENT_BROKEN,native_recovery,WAIT,False,0,0,0,,False
syn-00325,INSTRUMENT_BROKEN,native_recovery,WAIT,True,249900,0,0,26.62,False
syn-00326,NUDGE_RESPONSIVE,native_recovery,WAIT,False,0,0,0,,False
syn-00327,UNRECOVERABLE,native_recovery,WAIT,False,0,0,0,,False
syn-00328,SELF_HEALER,native_recovery,WAIT,True,99900,0,0,69.46,False
syn-00329,SELF_HEALER,native_recovery,WAIT,True,79900,0,0,2.43,False
syn-00330,FATIGUED,native_recovery,WAIT,True,249900,0,0,29.57,False
syn-00331,FATIGUED,native_recovery,WAIT,False,0,0,0,,False
syn-00332,SELF_HEALER,native_recovery,WAIT,True,249900,0,0,26.71,False
